,author,count
3286,lópez-sosa l.,1
3287,delgado-venegas r.i.,1
3288,gomez b.,1
3289,lambry j.-c.,1
3290,mineva t.,1
3291,zúñiga-gutiérrez b.a.,1
3292,rasztocky e.,1
3293,platino m.,1
3294,perciballi m.,1
3295,gilles v.,1
3296,bernard j.-ph.,1
3297,cobos cerutti a.c.,1
3298,dheilly s.,1
3299,duca c.,1
3300,ferreyro l.p.,1
3301,fracchia d.,1
3302,ganga k.m.,1
3303,garcia b.,1
3304,garcia redondo m.e.,1
3305,giraud-heraud y.,1
3306,oriol c.,1
3307,gomez berisso m.,1
3308,gonzalez m.,1
3309,hampel m.r.,1
3310,henrot-versille s.,1
3311,may a.,1
3312,mcculloch m.,1
3313,melo d.,1
3314,nati f.,1
3315,olivicri e.,1
3316,geudtner g.,1
3317,contreras s.,1
3318,gil-villegas a.,1
3319,luz l.o.,1
3320,prati r.c.,1
3321,vingre da silva mota g.,1
3322,costa f.l.p.,1
3323,barbieri c.,1
3324,lotufo d.p.,1
3325,minussi c.r.,1
3326,guardia g.g.l.,1
3327,moreira i.g.s.,1
3328,silva p.a.r.l.,1
3329,de almeida j.m.,1
3330,hirsch j.g.,1
3331,nguyen n.l.,1
3332,colonna n.,1
3333,chen w.,1
3334,rodrigues miranda c.,1
3335,pasquarello a.,1
3336,marzari n.,1
3337,franco d.g.b.,1
3338,steiner m.t.a.,1
3339,riedel gårding e.,1
3340,mucelini j.,1
3341,gastelum m.,1
3342,díaz t g.j.,1
3343,muhammad k.,1
3344,barrios h c.j.,1
3345,steffenel l.a.,1
3346,couturier j.f.,1
3347,arya a.,1
3348,botelho l.,1
3349,cañete f.,1
3350,kapadia d.,1
3351,salehi ö.,1
3352,mehmood i.,1
3353,peng j.,1
3354,solis-labastida a.f.g.,1
3355,bhowmik d.,1
3356,maity d.,1
3357,useche d.h.,1
3358,giraldo-carvajal a.,1
3359,zuluaga-bucheli h.m.,1
3360,tibouchi m.,1
3361,arango j.j.,1
3362,rivera-ruiz m.a.,1
3363,mendez-vazquez a.,1
3364,soares-rachetti v.p.,1
3365,alonso de armiño d.j.,1
3366,vasant p.,1
3367,mahdi f.p.,1
3368,gutieirrez-d e.a.,1
3369,de la hidalga f.j.,1
3370,domingues j.s.,1
3371,da rosa l.s.,1
3372,de souza marques f.,1
3373,fernández-menchero l.,1
3374,conroy a.c.,1
3375,ballance c.p.,1
3376,badnell n.r.,1
3377,mitnik d.m.,1
3378,gorczyca t.w.,1
3379,seaton m.j.,1
3380,biekofsky r.r.,1
3381,pirôpo m.,1
3382,moraes f.,1
3383,santos f.a.n.,1
3384,gatti l.,1
3385,herrera-gonzalez m.,1
3386,herrera-may a.l.,1
3387,diaz-sanchez a.,1
3388,morales-gonzalez e.a.,1
3389,lopez-l o.,1
3390,hollmann e.h.,1
3391,abs da cruz a.v.,1
3392,haeusler e.h.,1
3393,rubio-noriega r.e.,1
3394,prosopio-galarza r.,1
3395,oliveira l.p.,1
3396,rahman b.m.a.,1
3397,hernandez-figueroa h.e.,1
3398,garcía-cadena c.a.,1
3399,de j. aguilar-uribe a.,1
3400,rojas-ochoa l.f.,1
3401,saraiva l.,1
3402,costa v.,1
3403,veras t.m.l.,1
3404,kalinowski m.,1
3405,ternavisk r.r.,1
3406,duarte v.s.,1
3407,custódio j.m.f.,1
3408,hernández g.a.,1
3409,romero j.a.,1
3410,camargo a.j.,1
3411,sousa r.s.,1
3412,dos santos p.g.m.,1
3413,martinez-castillo j.,1
3414,rivero-angeles m.e.,1
3415,padilha frança r.,1
3416,cianni l.,1
3417,hernandez m.c.,1
3418,salinas-rosales m.,1
3419,landa r.s.,1
3420,ortiz o.o.,1
3421,garcía j.m.g.,1
3422,villanueva-polanco r.,1
3423,angulo-madrid e.,1
3424,bastos d.c.,1
3425,brasil kowada l.a.,1
3426,araujo d.,1
3427,lima a.h.,1
3428,batista p.h.j.,1
3429,de vita d.,1
3430,rosini f.,1
3431,leitão a.,1
3432,lacalle j.,1
3433,pozo-coronado l.m.,1
3434,cesar t.f.,1
3435,santos p.e.,1
3436,cabalar p.,1
3437,saucedo-estrada o.,1
3438,araújo j.d.o.,1
3439,borges monteiro a.c.,1
3440,dahab r.,1
3441,arthur r.,1
3442,iano y.,1
3443,rodrĺguez-borbón j.m.,1
3444,kalantar a.,1
3445,oviedo m.b.,1
3446,najjar w.,1
3447,marcial-romero j.r.,1
3448,hernandez-servin j.a.,1
3449,da silva j.p.,1
3450,rodríguez castañeda c.a.,1
3451,pereira p.r.m.,1
3452,chattopadhyay s.,1
3453,oh j.,1
3454,tatapudi s.,1
3455,mani g.t.,1
3456,hu h.,1
3457,payares e.d.,1
3458,rosales-guzmán c.,1
3459,hu x.-b.,1
3460,rodríguez-fajardo v.,1
3461,sánchez c.g.,1
3462,frauenheim t.,1
3463,hernández f.j.,1
3464,große d.,1
3465,lins r.d.,1
3466,lepine j.,1
3467,fourie c.,1
3468,shi s.-c.,1
3469,baryshev a.,1
3470,rudakov k.,1
3471,filippenko l.,1
3472,fominsky m.,1
3473,koshelets v.,1
3474,both m.,1
3475,gomes a.t.a.,1
3476,reis junior p.,1
3477,hentges t.i.,1
3478,reis m.a.f.,1
3479,torres n.n.,1
3480,garcia j.c.s.,1
3481,guancha e.a.v.,1
3482,fung c.,1
3483,ramos t.n.,1
3484,champagne b.,1
3485,soares t.a.,1
3486,galheigo m.m.,1
3487,agostini f.p.,1
3488,faz-mendoza a.,1
3489,marmolejo-saucedo j.a.,1
3490,litvinchev i.,1
3491,aguilar r.r.,1
3492,watada j.,1
3493,herath u.,1
3494,tavadze p.,1
3495,he x.,1
3496,singh s.,1
3497,muñoz f.,1
3498,gamboa-rosales n.k.,1
3499,poleto m.d.,1
3500,castorena-robles a.,1
3501,cobo m.j.,1
3502,castaneda-miranda r.,1
3503,lopez-robles j.r.,1
3504,sousa r.b.,1
3505,pereira e.j.s.,1
3506,cipolletti m.p.,1
3507,rusu v.h.,1
3508,santos d.e.s.,1
3509,acasiete f.,1
3510,chagas b.,1
3511,medrano c.r.,1
3512,da cunha e.f.f.,1
3513,aolita l.,1
3514,carine j.,1
3515,gomez s.a.,1
3516,obregon g.f.,1
3517,gomez e.s.,1
3518,figueroa m.,1
3519,de castro a.a.,1
3520,polisel d.a.,1
3521,pereira b.t.l.,1
3522,kuca k.,1
3523,gómez e.s.,1
3524,nepovimova e.,1
3525,ramalho t.c.,1
3526,dong t.,1
3527,gu f.,1
3528,pérez-delgado c.a.,1
3529,perez-gonzalez h.g.,1
3530,bonafé f.p.,1
3531,aradi b.,1
3532,hourahine b.,1
3533,walborn s.p.,1
3534,branciard c.,1
3535,araujo i.c.s.,1
3536,ware d.,1
3537,moniz p.v.,1
3538,jalalzadeh s.,1
3539,diniz a.l.,1
3540,da silva d.i.r.,1
3541,lembke c.g.,1
3542,costa m.d.-b.l.,1
3543,ten-caten f.,1
3544,vilela r.d.,1
3545,menossi m.,1
3546,endres l.,1
3547,araújo m.,1
3548,souza g.m.,1
3549,gonzález-soria b.,1
3550,anaya-morales a.,1
3551,taddei m.m.,1
3552,cariñe j.,1
3553,martínez d.,1
3554,garcía t.,1
3555,guerrero n.,1
3556,abbott a.a.,1
3557,a. ostfeld,1
